NAME,LIGHT-YEARS FROM EARTH,PLANET MASS,STELLAR MAGNITUDE,DISCOVERY DATE
Kepler-1925 b,5778,9.28 Earths,15.382,2021
Kepler-1926 b,2177,5.97 Earths,15.8,2021
Kepler-1927 b,3559,11.5 Earths,13.312,2021
Kepler-1928 b,1065,4.63 Earths,12.679,2021
Kepler-1929 b,1658,9.65 Earths,11.788,2021
Kepler-192 b,2126,7.95 Earths,14.308,2014
Kepler-192 c,2126,8.2 Earths,14.308,2014
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-1930 b,899,2.95 Earths,13.447,2021
Kepler-1931 b,2023,7.53 Earths,12.671,2021
Kepler-1932 b,2328,2.91 Earths,15.286,2021
Kepler-1933 b,1070,1.76 Earths,12.81,2021
Kepler-1934 b,1398,0.702 Earths,12.874,2021
Kepler-1935 b,2951,6.82 Earths,14.522,2021
Kepler-1936 b,2842,10.2 Earths,13.393,2021
Kepler-1937 b,2952,9.39 Earths,14.163,2021
Kepler-1938 b,1374,4 Earths,15.246,2021
Kepler-1939 b,619,1.68 Earths,13.622,2021
Kepler-193 b,3292,6.3 Earths,14.712,2014
Kepler-193 c,3292,8 Earths,14.712,2014
Kepler-1940 b,2605,3.01 Earths,15.674,2021
Kepler-1941 b,4875,7.51 Earths,14.943,2021
Kepler-1942 b,2748,5.13 Earths,14.91,2021
Kepler-1943 b,3277,3.02 Earths,13.868,2021
Kepler-1944 b,3511,8.05 Earths,15.582,2021
Kepler-1945 b,,2.21 Earths,13.586,2021
Kepler-1946 b,3269,6.75 Earths,15.508,2021
Kepler-1947 b,1529,1.01 Earths,12.973,2021
Kepler-1948 b,633,1.09 Earths,14.569,2021
Kepler-1949 b,8538,5.56 Earths,15.231,2021
Kepler-194 b,3582,2.89 Earths,14.969,2014
Kepler-194 c,3582,7.22 Earths,14.969,2014
Kepler-194 d,3582,6.35 Earths,14.969,2014
Kepler-1950 b,2274,2.95 Earths,14.845,2021
Kepler-1951 b,4167,6 Earths,14.367,2021
Kepler-1952 b,2779,2.07 Earths,13.828,2021
Kepler-1953 b,1976,2.2 Earths,15.936,2021
Kepler-1954 b,4481,3.9 Earths,15.875,2021
Kepler-1955 b,1466,1.69 Earths,12.609,2021
Kepler-1956 b,1176,1.32 Earths,15.989,2021
Kepler-1957 b,1503,0.79 Earths,15.13,2021
Kepler-1958 b,4307,4.86 Earths,15.486,2021
Kepler-1959 b,1563,1.57 Earths,14.797,2021
Kepler-195 b,2127,4.78 Earths,14.863,2014
Kepler-195 c,2127,3.02 Earths,14.863,2014
Kepler-1960 b,4983,2.26 Earths,15.181,2021
Kepler-1961 b,3400,3.25 Earths,15.809,2021
Kepler-1962 b,2828,1.95 Earths,15.146,2021
Kepler-1963 b,1608,0.337 Earths,14.054,2021
Kepler-1964 b,,3.83 Earths,16.363,2021
Kepler-1965 b,1702,2.4 Earths,13.839,2021
Kepler-1966 b,1581,1.39 Earths,15.222,2021
Kepler-1967 b,813,0.315 Earths,13.519,2021
Kepler-1968 b,2450,2.86 Earths,16.303,2021
Kepler-1969 b,3929,3.47 Earths,15.851,2021
Kepler-196 b,1472,4.27 Earths,14.239,2014
Kepler-196 c,1472,5.65 Earths,14.239,2014
Kepler-196 d,1472,7.56 Earths,14.239,2021
Kepler-1972 b,937,2.02 Earths,11.23,2014
Kepler-1972 c,937,2.11 Earths,11.23,2014
Kepler-1976 b,4288,Unknown,15.445,2023
Kepler-1977 b,1933,3.39 Earths,16.047,2023
Kepler-1978 b,2823,7.61 Earths,15.49,2023
Kepler-1979 b,3511,250 Jupiters,15.484,2023
Kepler-197 b,1078,1.04 Earths,11.775,2014
Kepler-197 c,1078,5.3 Earths,11.775,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-197 e,1078,0.693 Earths,11.775,2014
Kepler-1980 b,5576,5.52 Earths,15.906,2023
Kepler-1981 b,2151,0.197 Jupiters,13.563,2023
Kepler-1982 b,1823,0.381 Earths,12.696,2023
Kepler-1983 b,1384,6.04 Earths,14.518,2023
Kepler-1984 b,,37.3 Earths,16.192,2023
Kepler-1985 b,,5.77 Earths,15.223,2023
Kepler-1986 b,2975,4.23 Earths,15.661,2023
Kepler-1987 b,1943,2.04 Earths,15.477,2023
Kepler-1987 c,1943,2.33 Earths,15.477,2023
Kepler-1987 d,1943,7.56 Earths,15.477,2023
Kepler-1987 e,1943,4.35 Earths,15.477,2023
Kepler-1988 b,1675,2.96 Earths,12.128,2023
Kepler-1989 b,4084,19.3 Earths,14.289,2023
Kepler-198 b,1616,8.35 Earths,13.684,2014
Kepler-198 c,1616,6.66 Earths,13.684,2014
Kepler-198 d,1616,2.96 Earths,13.684,2016
Kepler-1990 b,1281,10.7 Earths,11.946,2023
Kepler-1990 c,1281,0.904 Earths,11.946,2023
Kepler-1991 b,2792,2.76 Earths,15.048,2023
Kepler-1991 c,2792,7.13 Earths,15.048,2023
Kepler-1992 b,1738,0.693 Earths,13.79,2023
Kepler-1993 b,3366,16.1 Earths,13.451,2023
Kepler-1994 b,789,0.087 Earths,12.01,2023
Kepler-1995 b,1942,16.9 Earths,15.516,2023
Kepler-1996 b,1437,5.73 Earths,15.11,2023
Kepler-1996 c,1437,8.3 Earths,15.11,2023
Kepler-1997 b,4901,5.82 Earths,15.454,2023
Kepler-1998 b,1112,0.156 Earths,12.74,2023
Kepler-1999 b,2287,10.8 Earths,16.433,2023
Kepler-199 b,1700,9.85 Earths,13.796,2014
Kepler-199 c,1700,10.6 Earths,13.796,2014
Kepler-19 b,713,6.1 Earths,12.035,2011
Kepler-19 c,713,13.1 Earths,12.035,2011
Kepler-19 d,713,22.5 Earths,12.035,2017
Kepler-2000 b,1046,7.9 Earths,15.642,2023
Kepler-2000 c,1046,3.09 Earths,15.642,2023
Kepler-2001 b,2533,1.12 Earths,15.981,2023
Kepler-2001 c,2533,3.97 Earths,15.981,2023
Kepler-200 b,2172,5.18 Earths,13.932,2014
Kepler-200 c,2172,3.15 Earths,13.932,2014
Kepler-201 b,2076,6.62 Earths,12.991,2014
Kepler-201 c,2076,8.5 Earths,12.991,2014
Kepler-202 b,930,3.29 Earths,14.178,2014
Kepler-202 c,930,4.08 Earths,14.178,2014
Kepler-203 b,2294,7.13 Earths,14.14,2014
Kepler-203 c,2294,2.36 Jupiters,14.14,2014
Kepler-203 d,2294,33.9 Earths,14.14,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-205 b,521,2.89 Earths,13.779,2014
Kepler-205 c,521,3.33 Earths,13.779,2014
Kepler-206 b,1939,1.87 Earths,13.507,2014
